0.124948,5.00312,-1.5208,0
0.249584,5.01249,-1.4708,0
0.373595,5.02807,-1.4208,0
0.496673,5.04983,-1.3708,0
0.61851,5.07772,-1.3208,0
0.738801,5.11166,-1.2708,0
0.857245,5.15157,-1.2208,0
0.973546,5.19735,-1.1708,0
1.08741,5.24888,-1.1208,0
1.19856,5.30604,-1.0708,0
1.30971,5.3632,-1.1208,1
1.42358,5.41474,-1.1708,1
1.53988,5.46052,-1.2208,1
1.65833,5.50043,-1.2708,1
1.77862,5.53437,-1.3208,1
1.90045,5.56225,-1.3708,1
2.02353,5.58401,-1.4208,1
2.14754,5.5996,-1.4708,1
2.27218,5.60896,-1.5208,1
2.39713,5.61209,-1.5708,1
2.52208,5.60896,-1.6208,1
2.64671,5.5996,-1.6708,1
2.77072,5.58401,-1.7208,1
2.8938,5.56225,-1.7708,1
3.01564,5.53437,-1.8208,1
3.01564,5.53437,-1.8208,1
3.01564,5.53437,-1.8208,1
1.30672,5.36869,-1.0208,0
3.01564,5.53437,-1.8208,1
1.41161,5.43666,-0.970796,0
3.01688,5.54049,-1.7208,0
1.51297,5.50979,-0.920796,0
3.01688,5.54049,-1.7208,0
3.01564,5.53437,-1.8208,1
3.01688,5.54049,-1.7208,0
3.01564,5.53437,-1.8208,1
3.01564,5.53437,-1.8208,1
3.01688,5.54049,-1.7208,0
2.27218,5.60896,-1.5208,1
2.39713,5.61209,-1.5708,1
2.52208,5.60896,-1.6208,1
2.64671,5.5996,-1.6708,1
2.77072,5.58401,-1.7208,1
2.8938,5.56225,-1.7708,1
3.01564,5.53437,-1.8208,1
3.01564,5.53437,-1.8208,1
1.61054,5.58789,-0.870796,0
1.7041,5.67078,-0.820796,0
1.79339,5.75823,-0.770796,0
1.8782,5.85004,-0.720796,0
2.27218,5.60896,-1.5208,1
2.39713,5.61209,-1.5708,1
2.52208,5.60896,-1.6208,1
1.61433,5.58292,-0.970796,1
1.71921,5.65089,-1.0208,1
1.82737,5.71354,-1.0708,1
1.93852,5.7707,-1.1208,1
2.05239,5.82223,-1.1708,1
2.16869,5.86801,-1.2208,1
2.28713,5.90792,-1.2708,1
3.01564,5.53437,-1.8208,1
3.01688,5.54049,-1.7208,0
1.96301,5.94185,-0.770796,1
2.05231,6.02931,-0.820796,1
1.96301,5.94185,-0.770796,1
2.05231,6.02931,-0.820796,1
2.14586,6.11219,-0.870796,1
3.01688,5.54049,-1.7208,0
3.01688,5.54049,-1.7208,0
2.27218,5.60896,-1.5208,1
2.39713,5.61209,-1.5708,1
2.52208,5.60896,-1.6208,1
2.64671,5.5996,-1.6708,1
2.77072,5.58401,-1.7208,1
3.01688,5.54049,-1.7208,0
0.124948,5.00312,-1.5208,0
0.249584,5.01249,-1.4708,0
0.373595,5.02807,-1.4208,0
0.496673,5.04983,-1.3708,0
0.61851,5.07772,-1.3208,0
0.738801,5.11166,-1.2708,0
0.857245,5.15157,-1.2208,0
0.973546,5.19735,-1.1708,0
3.01688,5.54049,-1.7208,0
3.01564,5.53437,-1.8208,1
3.01688,5.54049,-1.7208,0
3.01688,5.54049,-1.7208,0
3.01688,5.54049,-1.7208,0
1.95832,5.94598,-0.670796,0
2.24344,6.19029,-0.920796,1
2.3448,6.26342,-0.970796,1
3.01688,5.54049,-1.7208,0
2.14586,6.11219,-0.870796,1
2.24344,6.19029,-0.920796,1
2.3448,6.26342,-0.970796,1
2.44968,6.3314,-1.0208,1
2.55784,6.39404,-1.0708,1
2.66899,6.4512,-1.1208,1
2.03354,6.04579,-0.620796,0
2.10368,6.14924,-0.570796,0
2.16856,6.25607,-0.520796,0
2.22802,6.36601,-0.470796,0
2.28191,6.47878,-0.420796,0
2.3301,6.59411,-0.370796,0
2.37246,6.71169,-0.320796,0
2.4089,6.83125,-0.270796,0
2.43931,6.95248,-0.220796,0
2.46362,7.07508,-0.170796,0
2.1416,6.11676,-0.770796,0
2.22641,6.20857,-0.720796,0
2.30653,6.3045,-0.670796,0
2.38175,6.40432,-0.620796,0
2.45189,6.50777,-0.570796,0
2.51677,6.6146,-0.520796,0
2.57623,6.72454,-0.470796,0
2.63012,6.83731,-0.420796,0
2.67831,6.95263,-0.370796,0
2.72067,7.07022,-0.320796,0
2.46362,7.07508,-0.170796,0
2.27156,5.61518,-1.4208,0
2.39463,5.63694,-1.3708,0
2.51647,5.66483,-1.3208,0
2.63676,5.69877,-1.2708,0
2.75521,5.73868,-1.2208,0
2.87151,5.78446,-1.1708,0
2.98537,5.83599,-1.1208,0
3.09652,5.89315,-1.0708,0
2.78014,6.50836,-1.0708,0
2.88829,6.57101,-1.0208,0
2.99318,6.63898,-0.970796,0
2.78014,6.50836,-1.0708,0
2.88829,6.57101,-1.0208,0
3.01688,5.54049,-1.7208,0
1.08741,5.24888,-1.1208,0
1.19856,5.30604,-1.0708,0
1.30672,5.36869,-1.0208,0
1.41161,5.43666,-0.970796,0
1.51297,5.50979,-0.920796,0
0.124948,4.99688,-1.6208,1
0.249584,4.98751,-1.6708,1
0.373595,4.97193,-1.7208,1
0.496673,4.95017,-1.7708,1
0.61851,4.92228,-1.8208,1
0.738801,4.88834,-1.8708,1
0.857245,4.84843,-1.9208,1
0.973546,4.80265,-1.9708,1
1.08741,4.75112,-2.0208,1
1.19856,4.69396,-2.0708,1
2.46972,7.07371,-0.270796,1
1.30971,4.6368,-2.0208,0
1.42358,4.58526,-1.9708,0
1.53988,4.53948,-1.9208,0
1.65833,4.49957,-1.8708,0
3.09924,5.88752,-1.1708,1
3.01688,5.54049,-1.7208,0
2.44968,6.3314,-1.0208,1
2.55784,6.39404,-1.0708,1
2.66899,6.4512,-1.1208,1
2.78286,6.50274,-1.1708,1
2.89916,6.54852,-1.2208,1
3.0176,6.58843,-1.2708,1
3.13789,6.62237,-1.3208,1
3.25973,6.65025,-1.3708,1
3.09924,5.88752,-1.1708,1
3.38281,6.67201,-1.4208,1
3.50682,6.68759,-1.4708,1
3.63145,6.69696,-1.5208,1
3.7564,6.70008,-1.5708,1
3.88135,6.69696,-1.6208,1
4.00599,6.68759,-1.6708,1
4.13,6.67201,-1.7208,1
4.25308,6.65025,-1.7708,1
2.46972,7.07371,-0.270796,1
4.37615,6.62849,-1.7208,0
4.50017,6.61291,-1.6708,0
4.6248,6.60354,-1.6208,0
4.74975,6.60042,-1.5708,0
4.8747,6.60354,-1.5208,0
4.99933,6.61291,-1.4708,0
5.12334,6.62849,-1.4208,0
5.24736,6.64407,-1.4708,1
5.37199,6.65344,-1.5208,1
5.49694,6.65656,-1.5708,1
5.62189,6.65969,-1.5208,0
5.74652,6.66905,-1.4708,0
5.87053,6.68463,-1.4208,0
5.99361,6.7064,-1.3708,0
6.11545,6.73428,-1.3208,0
6.23574,6.76822,-1.2708,0
5.62189,6.65344,-1.6208,1
5.74652,6.64407,-1.6708,1
5.87053,6.62849,-1.7208,1
5.99361,6.60673,-1.7708,1
3.01688,5.54049,-1.7208,0
3.01564,5.53437,-1.8208,1
6.35418,6.80813,-1.2208,0
6.47049,6.85391,-1.1708,0
6.58435,6.90544,-1.1208,0
6.6955,6.96261,-1.0708,0
6.80366,7.02525,-1.0208,0
6.90855,7.09322,-0.970796,0
4.37491,6.62237,-1.8208,1
4.4952,6.58843,-1.8708,1
4.61365,6.54852,-1.9208,1
4.72995,6.50274,-1.9708,1
4.84382,6.4512,-2.0208,1
4.95497,6.39404,-2.0708,1
5.06312,6.3314,-2.1208,1
5.16801,6.26342,-2.1708,1
5.26937,6.19029,-2.2208,1
2.14586,6.11219,-0.870796,1
2.24344,6.19029,-0.920796,1
2.3448,6.26342,-0.970796,1
2.44968,6.3314,-1.0208,1
2.55784,6.39404,-1.0708,1
2.66899,6.4512,-1.1208,1
2.78286,6.50274,-1.1708,1
2.89916,6.54852,-1.2208,1
3.0176,6.58843,-1.2708,1
2.14586,6.11219,-0.870796,1
7.00991,7.16635,-0.920796,0
